"level","character","readings_on","readings_kun","meaning"
"N1","銭","{""せん"",""ぜん""}","{""ぜに"",""すき""}","Coin; .01 Yen; Money"
"N1","飼","{""し""}","{""か.う""}","Domesticate; Raise; Keep; Feed"
"N1","傷","{""しょう""}","{""きず"",""いた.む"",""いた.める""}","Wound; Hurt; Injure; Impair; Pain; Injury; Cut; Gash; Scar; Weak Point"
"N2","党","{""とう""}","{""なかま"",""むら""}","Party; Faction; Clique"
"N2","卵","{""らん""}","{""たまご""}","Egg; Ovum; Spawn; Roe"
"N1","厳","{""げん"",""ごん""}","{""おごそ.か"",""きび.しい"",""いか.めしい"",""いつくし""}","Stern; Strictness; Severity; Rigidity"
"N2","捨","{""しゃ""}","{""す.てる""}","Discard; Throw Away; Abandon; Resign; Reject; Sacrifice"
"N3","込","{}","{""-こ.む"",""こ.む"",""こ.み"",""-こ.み"",""こ.める""}","Crowded; Mixture; In Bulk; Included; (kokuji)"
"N1","密","{""みつ""}","{""ひそ.か""}","Secrecy; Density (pop); Minuteness; Carefulness"
"N2","汚","{""お""}","{""けが.す"",""けが.れる"",""けが.らわしい"",""よご.す"",""よご.れる"",""きたな.い""}","Dirty; Pollute; Disgrace; Rape; Defile"
"N3","欲","{""よく""}","{""ほっ.する"",""ほ.しい""}","Longing; Covetousness; Greed; Passion; Desire; Craving"
"N1","暖","{""だん"",""のん""}","{""あたた.か"",""あたた.かい"",""あたた.まる"",""あたた.める""}","Warmth"
"N2","机","{""き""}","{""つくえ""}","Desk; Table"
"N1","秘","{""ひ""}","{""ひ.める"",""ひそ.か"",""かく.す""}","Secret; Conceal"
"N1","訳","{""やく""}","{""わけ""}","Translate; Reason; Circumstance; Case"
"N1","染","{""せん""}","{""そ.める"",""-ぞ.め"",""-ぞめ"",""そ.まる"",""し.みる"",""-じ.みる"",""し.み"",""-し.める""}","Dye; Color; Paint; Stain; Print"
"N2","簡","{""かん"",""けん""}","{""えら.ぶ"",""ふだ""}","Simplicity; Brevity"
"N3","閉","{""へい""}","{""と.じる"",""と.ざす"",""し.める"",""し.まる"",""た.てる""}","Closed; Shut"
"N2","誌","{""し""}","{}","Document; Records"
"N3","窓","{""そう"",""す""}","{""まど"",""てんまど"",""けむだし""}","Window; Pane"
"N3","否","{""ひ""}","{""いな"",""いや""}","Negate; No; Noes; Refuse; Decline; Deny"
"N1","筋","{""きん""}","{""すじ""}","Muscle; Sinew; Tendon; Fiber; Plot; Plan; Descent"
"N1","垂","{""すい""}","{""た.れる"",""た.らす"",""た.れ"",""-た.れ"",""なんなんと.す""}","Droop; Suspend; Hang; Slouch"
"N2","宝","{""ほう""}","{""たから""}","Treasure; Wealth; Valuables"
"N1","宣","{""せん""}","{""のたま.う""}","Proclaim; Say; Announce"
"N2","尊","{""そん""}","{""たっと.い"",""とうと.い"",""たっと.ぶ"",""とうと.ぶ""}","Revered; Valuable; Precious; Noble; Exalted"
"N1","忠","{""ちゅう""}","{}","Loyalty; Fidelity; Faithfulness"
"N1","拡","{""かく"",""こう""}","{""ひろ.がる"",""ひろ.げる"",""ひろ.める""}","Broaden; Extend; Expand; Enlarge"
"N1","操","{""そう"",""さん""}","{""みさお"",""あやつ.る""}","Maneuver; Manipulate; Operate; Steer; Chastity; Virginity; Fidelity"
"N2","敬","{""けい"",""きょう""}","{""うやま.う""}","Awe; Respect; Honor; Revere"
"N3","暮","{""ぼ""}","{""く.れる"",""く.らす""}","Evening; Twilight; Season's End; Livelihood; Make A Living; Spend Time"
"N2","灰","{""かい""}","{""はい""}","Ashes; Puckery Juice; Cremate"
"N1","熟","{""じゅく""}","{""う.れる""}","Mellow; Ripen; Mature; Acquire Skill"
"N1","異","{""い""}","{""こと"",""こと.なる"",""け""}","Uncommon; Different; Queerness; Strangeness; Wonderful; Curious; Unusual"
"N1","皇","{""こう"",""おう""}","{}","Emperor"
"N1","盛","{""せい"",""じょう""}","{""も.る"",""さか.る"",""さか.ん""}","Boom; Prosper; Copulate"
"N2","砂","{""さ"",""しゃ""}","{""すな""}","Sand"
"N1","漠","{""ばく""}","{}","Vague; Obscure; Desert; Wide"
"N1","糖","{""とう""}","{}","Sugar"
"N1","納","{""のう"",""なっ"",""な"",""なん"",""とう""}","{""おさ.める"",""-おさ.める"",""おさ.まる""}","Settlement; Obtain; Reap; Pay; Supply; Store"
"N1","肺","{""はい""}","{}","Lungs"
"N2","著","{""ちょ"",""ちゃく""}","{""あらわ.す"",""いちじる.しい""}","Renowned; Publish; Write; Remarkable; Phenomenal; Put On; Don; Wear; Arrival; Finish (race); Counter For Suits Of Clothing; Literary Work"
"N2","蒸","{""じょう"",""せい""}","{""む.す"",""む.れる"",""む.らす""}","Steam; Heat; Sultry; Foment; Get Musty"
"N2","蔵","{""ぞう"",""そう""}","{""くら"",""おさ.める"",""かく.れる""}","Storehouse; Hide; Own; Have; Possess"
"N2","装","{""そう"",""しょう""}","{""よそお.う"",""よそお.い""}","Attire; Dress; Pretend; Disguise; Profess"
"N2","裏","{""り""}","{""うら""}","Back; Amidst; In; Reverse; Inside; Palm; Sole; Rear; Lining; Wrong Side"
"N2","諸","{""しょ""}","{""もろ""}","Various; Many; Several; Together"
"N1","賃","{""ちん""}","{}","Fare; Fee; Hire; Rent; Wages; Charge"
"N3","誤","{""ご""}","{""あやま.る"",""-あやま.る""}","Mistake; Err; Do Wrong; Mislead"
"N2","臓","{""ぞう""}","{""はらわた""}","Entrails; Viscera; Bowels"
"N1","貴","{""き""}","{""たっと.い"",""とうと.い"",""たっと.ぶ"",""とうと.ぶ""}","Precious; Value; Prize; Esteem; Honor"
"N3","降","{""こう"",""ご""}","{""お.りる"",""お.ろす"",""ふ.る"",""ふ.り"",""くだ.る"",""くだ.す""}","Descend; Precipitate; Fall; Surrender"
"N1","吐","{""と""}","{""は.く"",""つ.く""}","Spit; Vomit; Belch; Confess; Tell (lies)"
"N1","奴","{""ど""}","{""やつ"",""やっこ""}","Guy; Slave; Manservant; Fellow"
"N1","隷","{""れい""}","{""したが.う"",""しもべ""}","Slave; Servant; Prisoner; Criminal; Follower"
"N1","芋","{""う""}","{""いも""}","Potato"
"N1","縮","{""しゅく""}","{""ちぢ.む"",""ちぢ.まる"",""ちぢ.める"",""ちぢ.れる"",""ちぢ.らす""}","Shrink; Contract; Shrivel; Wrinkle; Reduce"
"N2","純","{""じゅん""}","{}","Genuine; Purity; Innocence; Net (profit)"
"N1","縦","{""じゅう""}","{""たて""}","Vertical; Length; Height; Self-indulgent; Wayward"
"N1","粋","{""すい""}","{""いき""}","Chic; Style; Purity; Essence; Pith; Cream; Elite; Choice"
"N1","聖","{""せい"",""しょう""}","{""ひじり""}","Holy; Saint; Sage; Master; Priest"
"N1","磁","{""じ""}","{}","Magnet; Porcelain"
"N2","紅","{""こう"",""く""}","{""べに"",""くれない"",""あか.い""}","Crimson; Deep Red"
"N1","射","{""しゃ""}","{""い.る"",""さ.す"",""う.つ""}","Shoot; Shine Into; Onto; Archery"
"N1","幕","{""まく"",""ばく""}","{""とばり""}","Curtain; Bunting; Act Of Play"
"N2","拝","{""はい""}","{""おが.む"",""おろが.む""}","Worship; Adore; Pray To"
"N1","薦","{""せん""}","{""すす.める""}","Recommend; Mat; Advise; Encourage; Offer"
"N1","推","{""すい""}","{""お.す""}","Conjecture; Infer; Guess; Suppose; Support; Push (for)"
"N1","揮","{""き""}","{""ふる.う""}","Brandish; Wave; Wag; Swing; Shake"
"N1","沿","{""えん""}","{""そ.う"",""-ぞ.い""}","Run Alongside; Follow Along; Run Along; Lie Along"
"N1","源","{""げん""}","{""みなもと""}","Source; Origin"
"N2","劇","{""げき""}","{}","Drama; Play"
"N3","勤","{""きん"",""ごん""}","{""つと.める"",""-づと.め"",""つと.まる"",""いそ.しむ""}","Diligence; Become Employed; Serve"
"N1","歓","{""かん""}","{""よろこ.ぶ""}","Delight; Joy"
"N2","承","{""しょう"",""じょう""}","{""うけたまわ.る"",""う.ける""}","Acquiesce; Hear; Listen To; Be Informed; Receive"
"N2","損","{""そん""}","{""そこ.なう"",""そこな.う"",""-そこ.なう"",""そこ.ねる"",""-そこ.ねる""}","Damage; Loss; Disadvantage; Hurt; Injure"
"N2","枝","{""し""}","{""えだ""}","Bough; Branch; Twig; Limb; Counter For Branches"
"N1","豆","{""とう"",""ず""}","{""まめ"",""まめ-""}","Beans; Pea; Midget"
"N3","刻","{""こく""}","{""きざ.む"",""きざ.み""}","Engrave; Cut Fine; Chop; Hash; Mince; Time; Carving"
"N1","腐","{""ふ""}","{""くさ.る"",""-くさ.る"",""くさ.れる"",""くさ.れ"",""くさ.らす"",""くさ.す""}","Rot; Decay; Sour"
"N3","遅","{""ち""}","{""おく.れる"",""おく.らす"",""おそ.い""}","Slow; Late; Back; Later"
"N1","彫","{""ちょう""}","{""ほ.る"",""-ぼ.り""}","Carve; Engrave; Chisel"
"N2","測","{""そく""}","{""はか.る""}","Fathom; Plan; Scheme; Measure"
"N3","破","{""は""}","{""やぶ.る"",""やぶ.れる"",""わ.れる""}","Rend; Rip; Tear; Break; Destroy; Defeat; Frustrate"
"N1","舎","{""しゃ"",""せき""}","{""やど.る""}","Cottage; Inn; Hut; House; Mansion"
"N2","講","{""こう""}","{}","Lecture; Club; Association"
"N1","滞","{""たい"",""てい""}","{""とどこお.る""}","Stagnate; Be Delayed; Overdue; Arrears"
"N2","紹","{""しょう""}","{}","Introduce; Inherit; Help"
"N2","介","{""かい""}","{}","Jammed In; Shellfish; Mediate; Concern Oneself With"
"N1","己","{""こ"",""き""}","{""おのれ"",""つちのと"",""な""}","Self"
"N1","厄","{""やく""}","{}","Unlucky; Misfortune; Bad Luck; Disaster"
"N1","亀","{""き"",""きゅう"",""きん""}","{""かめ""}","Tortoise; Turtle"
"N3","互","{""ご""}","{""たが.い"",""かたみ.に""}","Mutually; Reciprocally; Together"
"N1","剣","{""けん""}","{""つるぎ""}","Sabre; Sword; Blade; Clock Hand"
"N3","彼","{""ひ""}","{""かれ"",""かの"",""か.の""}","He; That; The"
"N3","恥","{""ち""}","{""は.じる"",""はじ"",""は.じらう"",""は.ずかしい""}","Shame; Dishonor"
"N1","杉","{""さん""}","{""すぎ""}","Cedar; Cryptomeria"
"N1","汁","{""じゅう""}","{""しる"",""-しる"",""つゆ""}","Soup; Juice; Broth; Sap; Gravy; Pus"
"N1","炎","{""えん""}","{""ほのお""}","Inflammation; Flame; Blaze"
"N1","為","{""い""}","{""ため"",""な.る"",""な.す"",""す.る"",""たり"",""つく.る"",""なり""}","Do; Change; Make; Benefit; Welfare; Be Of Use; Reach To; Try; Practice; Cost; Serve As; Good; Advantage; As A Result Of"
"N1","熊","{""ゆう""}","{""くま""}","Bear"
"N1","獄","{""ごく""}","{}","Prison; Jail"
"N1","酔","{""すい""}","{""よ.う"",""よ.い"",""よ""}","Drunk; Feel Sick; Poisoned; Elated; Spellbound"
"N1","酢","{""さく""}","{""す""}","Vinegar; Sour; Acid; Tart"
"N2","湖","{""こ""}","{""みずうみ""}","Lake"
"N2","銅","{""どう""}","{""あかがね""}","Copper"
"N3","払","{""ふつ"",""ひつ"",""ほつ""}","{""はら.う"",""-はら.い"",""-ばら.い""}","Pay; Clear Out; Prune; Banish; Dispose Of"
"N2","油","{""ゆ"",""ゆう""}","{""あぶら""}","Oil; Fat"
"N2","旧","{""きゅう""}","{""ふる.い"",""もと""}","Old Times; Old Things; Old Friend; Former; Ex-"
"N2","姓","{""せい"",""しょう""}","{}","Surname"
"N2","貿","{""ぼう""}","{}","Trade; Exchange"
"N2","将","{""しょう"",""そう""}","{""まさ.に"",""はた"",""まさ"",""ひきい.る"",""もって""}","Leader; Commander; General; Admiral; Or; And Again; Soon; From Now On; Just About"
"N1","盟","{""めい""}","{}","Alliance; Oath"
"N1","遺","{""い"",""ゆい""}","{""のこ.す""}","Bequeath; Leave Behind; Reserve"
"N2","伸","{""しん""}","{""の.びる"",""の.ばす"",""の.べる"",""の.す""}","Expand; Stretch; Extend; Lengthen; Increase"
"N1","債","{""さい""}","{}","Bond; Loan; Debt"
"N1","及","{""きゅう""}","{""およ.ぶ"",""およ.び"",""および"",""およ.ぼす""}","Reach Out; Exert; Exercise; Cause"
"N1","奈","{""な"",""ない"",""だい""}","{""いかん"",""からなし""}","Nara; What?"
"N2","幅","{""ふく""}","{""はば""}","Hanging Scroll; Width"
"N1","廃","{""はい""}","{""すた.れる"",""すた.る""}","Abolish; Obsolete; Cessation; Discarding; Abandon"
"N2","甘","{""かん""}","{""あま.い"",""あま.える"",""あま.やかす"",""うま.い""}","Sweet; Coax; Pamper; Be Content; Sugary"
"N2","換","{""かん""}","{""か.える"",""-か.える"",""か.わる""}","Interchange; Period; Change; Convert; Replace; Renew"
"N1","摘","{""てき""}","{""つ.む""}","Pinch; Pick; Pluck; Trim; Clip; Summarize"
"N1","核","{""かく""}","{}","Nucleus; Core; Kernel"
"N1","沖","{""ちゅう""}","{""おき"",""おきつ"",""ちゅう.する"",""わく""}","Open Sea; Offing; Rise High Into Sky"
"N1","縄","{""じょう""}","{""なわ"",""ただ.す""}","Straw Rope; Cord"
"N1","津","{""しん""}","{""つ""}","Haven; Port; Harbor; Ferry"
"N1","献","{""けん"",""こん""}","{""たてまつ.る""}","Offering; Counter For Drinks; Present; Offer"
"N2","療","{""りょう""}","{}","Heal; Cure"
"N1","継","{""けい""}","{""つ.ぐ"",""まま-""}","Inherit; Succeed; Continue; Patch; Graft (tree)"
"N1","維","{""い""}","{}","Fiber; Tie; Rope"
"N3","舞","{""ぶ""}","{""ま.う"",""-ま.う"",""まい""}","Dance; Flit; Circle; Wheel"
"N1","伎","{""ぎ"",""き""}","{""わざ"",""わざおぎ""}","Deed; Skill"
"N1","踏","{""とう""}","{""ふ.む"",""ふ.まえる""}","Step; Trample; Carry Through; Appraise; Evade Payment"
"N2","般","{""はん""}","{}","Carrier; Carry; All; General; Sort; Kind"
"N3","頼","{""らい""}","{""たの.む"",""たの.もしい"",""たよ.る""}","Trust; Request"
"N2","依","{""い"",""え""}","{""よ.る""}","Reliant; Depend On; Consequently; Therefore; Due To"
"N1","鹿","{""ろく""}","{""しか"",""か""}","Deer"
"N1","諾","{""だく""}","{}","Consent; Assent; Agreement"
"N1","跳","{""ちょう""}","{""は.ねる"",""と.ぶ"",""-と.び""}","Hop; Leap Up; Spring; Jerk; Prance; Buck; Splash; Sputter; Snap"
"N1","昭","{""しょう""}","{}","Shining; Bright"
"N2","漁","{""ぎょ"",""りょう""}","{""あさ.る""}","Fishing; Fishery"
"N1","償","{""しょう""}","{""つぐな.う""}","Reparation; Make Up For; Recompense; Redeem"
"N1","刑","{""けい""}","{}","Punish; Penalty; Sentence; Punishment"
"N2","募","{""ぼ""}","{""つの.る""}","Recruit; Campaign; Gather (contributions); Enlist; Grow Violent"
"N1","執","{""しつ"",""しゅう""}","{""と.る""}","Tenacious; Take Hold; Grasp; Take To Heart"
"N1","塁","{""るい"",""らい"",""すい""}","{""とりで""}","Bases; Fort; Rampart; Walls; Base(ball)"
"N1","崩","{""ほう""}","{""くず.れる"",""-くず.れ"",""くず.す""}","Crumble; Die; Demolish; Level"
"N2","患","{""かん""}","{""わずら.う""}","Afflicted; Disease; Suffer From; Be Ill"
"N3","戻","{""れい""}","{""もど.す"",""もど.る""}","Re-; Return; Revert; Resume; Restore; Go Backwards"
"N1","抗","{""こう""}","{""あらが.う""}","Confront; Resist; Defy; Oppose"
"N1","抵","{""てい""}","{}","Resist; Reach; Touch"
"N1","旬","{""じゅん"",""しゅん""}","{}","Decameron; Ten-day Period; Season (for Specific Products)"
"N2","湾","{""わん""}","{""いりえ""}","Gulf; Bay; Inlet"
"N2","爆","{""ばく""}","{""は.ぜる""}","Bomb; Burst Open; Pop; Split"
"N1","弾","{""だん"",""たん""}","{""ひ.く"",""-ひ.き"",""はず.む"",""たま"",""はじ.く"",""はじ.ける"",""ただ.す"",""はじ.きゆみ""}","Bullet; Twang; Flip; Snap"
"N1","聴","{""ちょう"",""てい""}","{""き.く"",""ゆる.す""}","Listen; Headstrong; Naughty; Careful Inquiry"
"N2","跡","{""せき""}","{""あと""}","Tracks; Mark; Print; Impression"
"N1","遣","{""けん""}","{""つか.う"",""-つか.い"",""-づか.い"",""つか.わす"",""や.る""}","Dispatch; Despatch; Send; Give; Donate; Do; Undertake"
"N1","闘","{""とう""}","{""たたか.う"",""あらそ.う""}","Fight; War"
"N1","陣","{""じん""}","{}","Camp; Battle Array; Ranks; Position; Sudden; Brief Time"
"N2","香","{""こう"",""きょう""}","{""か"",""かお.り"",""かお.る""}","Incense; Smell; Perfume"
"N2","兆","{""ちょう""}","{""きざ.す"",""きざ.し""}","Portent; 10**12; Trillion; Sign; Omen; Symptoms"
"N1","臨","{""りん""}","{""のぞ.む""}","Look To; Face; Meet; Confront; Attend; Call On"
"N1","削","{""さく""}","{""けず.る"",""はつ.る"",""そ.ぐ""}","Plane; Sharpen; Whittle; Pare; Shave"
"N1","契","{""けい""}","{""ちぎ.る""}","Pledge; Promise; Vow"
"N1","恵","{""けい"",""え""}","{""めぐ.む"",""めぐ.み""}","Favor; Blessing; Grace; Kindness"
"N3","抱","{""ほう""}","{""だ.く"",""いだ.く"",""かか.える""}","Embrace; Hug; Hold In Arms"
"N1","掲","{""けい""}","{""かか.げる""}","Put Up (a Notice); Put Up; Hoist; Display; Hang Out; Publish; Describe"
"N1","葬","{""そう""}","{""ほうむ.る""}","Interment; Bury; Shelve"
"N1","需","{""じゅ""}","{}","Demand; Request; Need"
"N2","齢","{""れい""}","{""よわい"",""とし""}","Age"
"N1","宜","{""ぎ""}","{""よろ.しい"",""よろ.しく""}","Best Regards; Good"
"N1","繰","{""そう""}","{""く.る""}","Winding; Reel; Spin; Turn (pages); Look Up; Refer To"
"N1","避","{""ひ""}","{""さ.ける"",""よ.ける""}","Evade; Avoid; Avert; Ward Off; Shirk; Shun"
"N1","妊","{""にん"",""じん""}","{""はら.む"",""みごも.る""}","Pregnancy"
"N1","娠","{""しん""}","{}","With Child; Pregnancy"
"N1","致","{""ち""}","{""いた.す""}","Doth; Do; Send; Forward; Cause; Exert; Incur; Engage"
"N2","刊","{""かん""}","{}","Publish; Carve; Engrave"
"N1","奏","{""そう""}","{""かな.でる""}","Play Music; Speak To A Ruler; Complete"
"N1","伴","{""はん"",""ばん""}","{""ともな.う""}","Consort; Accompany; Bring With; Companion"
"N1","併","{""へい""}","{""あわ.せる""}","Join; Get Together; Unite; Collective"
"N2","傾","{""けい""}","{""かたむ.く"",""かたむ.ける"",""かたぶ.く"",""かた.げる"",""かし.げる""}","Lean; Incline; Tilt; Trend; Wane; Sink; Ruin; Bias"
"N1","却","{""きゃく""}","{""かえ.って"",""しりぞ.く"",""しりぞ.ける""}","Instead; On The Contrary; Rather; Step Back; Withdraw; Retreat"
"N2","奥","{""おう""}","{""おく"",""おく.まる"",""くま""}","Heart; Interior"
"N1","慮","{""りょ""}","{""おもんぱく.る"",""おもんぱか.る""}","Prudence; Thought; Concern; Consider; Deliberate; Fear"
"N1","懸","{""けん"",""け""}","{""か.ける"",""か.かる""}","State Of Suspension; Hang; Depend; Consult; Distant; Far Apart"
"N1","房","{""ぼう""}","{""ふさ""}","Tassel; Tuft; Fringe; Bunch; Lock (hair); Segment (orange); House; Room"
"N1","扱","{""そう"",""きゅう""}","{""あつか.い"",""あつか.う"",""あつか.る"",""こ.く""}","Handle; Entertain; Thresh; Strip"
"N1","抑","{""よく""}","{""おさ.える""}","Repress; Well; Now; In The First Place; Push; Shove; Press; Seal; Do In Spite Of"
"N1","択","{""たく""}","{""えら.ぶ""}","Choose; Select; Elect; Prefer"
"N1","描","{""びょう""}","{""えが.く"",""か.く""}","Sketch; Compose; Write; Draw; Paint"
"N1","盤","{""ばん""}","{}","Tray; Shallow Bowl; Platter; Tub; Board; Phonograph Record"
"N1","称","{""しょう""}","{""たた.える"",""とな.える"",""あ.げる"",""かな.う"",""はか.り"",""はか.る"",""ほめ.る""}","Appellation; Praise; Admire; Name; Title; Fame"
"N3","緒","{""しょ"",""ちょ""}","{""お"",""いとぐち""}","Thong; Beginning; Inception; End; Cord; Strap; Mental Or Emotional State"
"N1","緩","{""かん""}","{""ゆる.い"",""ゆる.やか"",""ゆる.む"",""ゆる.める""}","Slacken; Loosen; Relax; Lessen; Be Moderate; Ease"
"N1","託","{""たく""}","{""かこつ.ける"",""かこ.つ"",""かこ.つける""}","Consign; Requesting; Entrusting With; Pretend; Hint"
"N1","賄","{""わい""}","{""まかな.う""}","Bribe; Board; Supply; Finance"
"N2","贈","{""ぞう"",""そう""}","{""おく.る""}","Presents; Send; Give To; Award To; Confer On; Presenting Something"
"N3","逃","{""とう""}","{""に.げる"",""に.がす"",""のが.す"",""のが.れる""}","Escape; Flee; Shirk; Evade; Set Free"
"N1","還","{""かん""}","{""かえ.る""}","Send Back; Return"
"N2","超","{""ちょう""}","{""こ.える"",""こ.す""}","Transcend; Super-; Ultra-"
"N1","邦","{""ほう""}","{""くに""}","Home Country; Country; Japan"
"N1","鈴","{""れい"",""りん""}","{""すず""}","Small Bell; Buzzer"
"N1","岐","{""き"",""ぎ""}","{}","Branch Off; Fork In Road; Scene; Arena; Theater"
"N1","隆","{""りゅう""}","{}","Hump; High; Noble; Prosperity"
"N2","雇","{""こ""}","{""やと.う""}","Employ; Hire"
"N1","控","{""こう""}","{""ひか.える"",""ひか.え""}","Withdraw; Draw In; Hold Back; Refrain From; Be Moderate"
"N1","壁","{""へき""}","{""かべ""}","Wall; Lining (stomach); Fence"
"N1","棋","{""き""}","{""ご""}","Chess Piece; Japanese Chess; Shogi"
"N1","渋","{""じゅう"",""しゅう""}","{""しぶ"",""しぶ.い"",""しぶ.る""}","Astringent; Hesitate; Reluctant; Have Diarrhea"
"N2","片","{""へん""}","{""かた-"",""かた""}","One-sided; Leaf; Sheet; Right-side Kata Radical (no. 91)"
"N2","群","{""ぐん""}","{""む.れる"",""む.れ"",""むら"",""むら.がる""}","Flock; Group; Crowd; Herd; Swarm; Cluster"
"N1","仙","{""せん"",""せんと""}","{}","Hermit; Wizard; Cent"
"N1","充","{""じゅう""}","{""あ.てる"",""み.たす""}","Allot; Fill"
"N1","免","{""めん""}","{""まぬか.れる"",""まぬが.れる""}","Excuse; Dismissal"
"N1","勧","{""かん"",""けん""}","{""すす.める""}","Persuade; Recommend; Advise; Encourage; Offer"
"N1","圏","{""けん""}","{""かこ.い""}","Sphere; Circle; Radius; Range"
"N2","埋","{""まい""}","{""う.める"",""う.まる"",""う.もれる"",""うず.める"",""うず.まる"",""い.ける""}","Bury; Be Filled Up; Embedded"
"N1","奪","{""だつ""}","{""うば.う""}","Rob; Take By Force; Snatch Away; Dispossess; Plunder; Usurp"
"N3","御","{""ぎょ"",""ご""}","{""おん-"",""お-"",""み-""}","Honorable; Manipulate; Govern"
"N1","慎","{""しん""}","{""つつし.む"",""つつ.ましい"",""つつし"",""つつし.み""}","Humility; Be Careful; Discreet; Prudent"
"N1","拒","{""きょ"",""ご""}","{""こば.む""}","Repel; Refuse; Reject; Decline"
"N1","枠","{}","{""わく""}","Frame; Framework; Spindle; Spool; Bounding-box; (kokuji)"
"N1","甲","{""こう"",""かん""}","{""きのえ""}","Armor; High (voice); A Grade; First Class; Former; Instep; Carapace"
"N1","斐","{""ひ"",""い""}","{}","Beautiful; Patterned"
"N1","祉","{""し""}","{}","Welfare; Happiness"
"N1","稲","{""とう"",""て""}","{""いね"",""いな-""}","Rice Plant"
"N1","譲","{""じょう""}","{""ゆず.る""}","Defer; Turnover; Transfer; Convey"
"N1","謙","{""けん""}","{""へりくだ.る""}","Self-effacing; Humble Oneself; Condescend; Be Modest"
"N1","躍","{""やく""}","{""おど.る""}","Leap; Dance; Skip"
"N1","銃","{""じゅう""}","{""つつ""}","Gun; Arms"
"N1","項","{""こう""}","{""うなじ""}","Paragraph; Nape Of Neck; Clause; Item; Term (expression)"
"N1","鋼","{""こう""}","{""はがね""}","Steel"
"N1","顧","{""こ""}","{""かえり.みる""}","Look Back; Review; Examine Oneself; Turn Around"
"N2","駐","{""ちゅう""}","{}","Stop-over; Reside In; Resident"
"N1","駆","{""く""}","{""か.ける"",""か.る""}","Drive; Run; Gallop; Advance; Inspire; Impel"
"N2","柱","{""ちゅう""}","{""はしら""}","Pillar; Post; Cylinder; Support"
"N1","唱","{""しょう""}","{""とな.える""}","Chant; Recite; Call Upon; Yell"
"N1","俊","{""しゅん""}","{}","Sagacious; Genius; Excellence"
"N1","兼","{""けん""}","{""か.ねる"",""-か.ねる""}","Concurrently; And; Beforehand; In Advance"
"N1","剤","{""ざい"",""すい"",""せい""}","{""かる"",""けず.る""}","Dose; Medicine; Drug"
"N3","吹","{""すい""}","{""ふ.く""}","Blow; Breathe; Puff; Emit; Smoke"
"N1","堀","{""くつ""}","{""ほり""}","Ditch; Moat; Canal"
"N1","巡","{""じゅん""}","{""めぐ.る"",""めぐ.り""}","Patrol; Go Around; Circumference"
"N1","戒","{""かい""}","{""いまし.める""}","Commandment"
"N1","排","{""はい""}","{}","Repudiate; Exclude; Expel; Reject; Line Up; Arrange"
"N1","携","{""けい""}","{""たずさ.える"",""たずさ.わる""}","Portable; Carry (in Hand); Armed With; Bring Along"
"N1","敏","{""びん""}","{""さとい""}","Cleverness; Agile; Alert"
"N2","鋭","{""えい""}","{""するど.い""}","Pointed; Sharpness; Edge; Weapon; Sharp; Violent"
"N1","敷","{""ふ""}","{""し.く"",""-し.き""}","Spread; Pave; Sit; Promulgate"
"N2","殿","{""でん"",""てん""}","{""との"",""-どの""}","Mr.; Hall; Mansion; Palace; Temple; Lord"
"N1","犠","{""ぎ"",""き""}","{""いけにえ""}","Sacrifice"
"N1","獲","{""かく""}","{""え.る""}","Seize; Get; Find; Earn; Acquire; Can; May; Able To"
"N1","茂","{""も""}","{""しげ.る""}","Overgrown; Grow Thick; Be Luxuriant"
"N1","繁","{""はん""}","{""しげ.る"",""しげ.く""}","Luxuriant; Thick; Overgrown; Frequency; Complexity; Trouble"
"N1","頻","{""ひん""}","{""しき.りに""}","Repeatedly; Recur"
"N1","殖","{""しょく""}","{""ふ.える"",""ふ.やす""}","Augment; Increase; Multiply; Raise"
"N2","薄","{""はく""}","{""うす.い"",""うす-"",""-うす"",""うす.める"",""うす.まる"",""うす.らぐ"",""うす.ら-"",""うす.れる"",""すすき""}","Dilute; Thin; Weak (tea); Pampas Grass"
"N1","衝","{""しょう""}","{""つ.く""}","Collide; Brunt; Highway; Opposition (astronomy); Thrust; Pierce; Stab; Prick"
"N1","誉","{""よ""}","{""ほま.れ"",""ほ.める""}","Reputation; Praise; Honor; Glory"
"N1","褒","{""ほう""}","{""ほ.める""}","Praise; Extol"
"N1","透","{""とう""}","{""す.く"",""す.かす"",""す.ける"",""とう.る"",""とう.す""}","Transparent; Permeate; Filter; Penetrate"
"N1","隣","{""りん""}","{""とな.る"",""となり""}","Neighboring"
"N1","雅","{""が""}","{""みや.び""}","Gracious; Elegant; Graceful; Refined"
"N2","伺","{""し""}","{""うかが.う""}","Pay Respects; Visit; Ask; Inquire; Question; Implore"
"N1","徹","{""てつ""}","{}","Penetrate; Clear; Pierce; Strike Home; Sit Up (all Night)"
"N1","瀬","{""らい""}","{""せ""}","Rapids; Current; Torrent; Shallows; Shoal"
"N1","撤","{""てつ""}","{}","Remove; Withdraw; Disarm; Dismantle; Reject; Exclude"
"N1","措","{""そ""}","{""お.く""}","Set Aside; Give Up; Suspend; Discontinue; Lay Aside; Except"
"N1","拠","{""きょ"",""こ""}","{""よ.る""}","Foothold; Based On; Follow; Therefore"
"N1","儀","{""ぎ""}","{}","Ceremony; Rule; Affair; Case; A Matter"
"N1","樹","{""じゅ""}","{""き""}","Timber; Trees; Wood; Establish; Set Up"
